ID_SNIES;Sexo;Estado Civil;Etnia;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;Nombre Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Semestre Ingreso;Edad Ingreso;Cantidad de materias vistas;Cantidad de cursos libres reprobados;Cantidad de cursos libres aprobados;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación;Desertor Predicción;Probabilidad de deserción
11731-1112;Femenino;Soltero(a);No pertenece;Ninguna;Boyacá;derecho;derecho;1;derecho;3,79;3,9;No;1;18;45;0,0;0,0;3,726444444444444;6,0;0,0;15,0;No;0,0
11592-1112;Femenino;Soltero(a);No informa;Ninguna;Tolima;derecho;derecho;1;derecho;3,47;3,56;No;1;17;52;0,0;3,0;3,295625;11,0;0,0;15,0;No;0,0
11581-1112;Femenino;Soltero(a);No informa;Ninguna;Sucre;derecho;derecho;1;derecho;3,95;3,69;No;1;18;52;0,0;5,0;3,605111111111111;7,0;0,0;15,0;No;0,0
11497-1112;Femenino;Soltero(a);No pertenece;Ninguna;Santander;derecho;derecho;1;derecho;3,96;4,12;No;1;16;50;0,0;4,0;3,880888888888888;6,0;0,0;15,0;No;0,0
11156-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,88;3,78;No;1;17;49;0,0;2,0;3,628936170212766;9,0;0,0;15,0;No;0,0
11061-1112;Femenino;Soltero(a);No pertenece;Ninguna;Cundinamarca;derecho;derecho;1;derecho;3,71;3,77;No;1;17;46;0,0;0,0;3,7026086956521738;6,0;0,0;15,0;No;0,0
10961-1112;Femenino;Soltero(a);No pertenece;Ninguna;Atlántico;derecho;derecho;1;derecho;4,24;4,2;No;1;17;54;0,0;6,0;3,8844444444444446;6,0;0,0;15,0;No;0,0
10758-1112;Femenino;Soltero(a);No pertenece;Ninguna;Boyacá;derecho;derecho;1;derecho;3,79;3,84;No;1;18;46;0,0;1,0;3,608636363636364;7,0;0,0;15,0;No;0,0
10710-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,18;4,38;No;1;18;49;0,0;3,0;3,965;6,0;0,0;15,0;No;0,0
10709-1112;Femenino;Soltero(a);No informa;Ninguna;Boyacá;derecho;derecho;1;derecho;3,04;2,9;Si;1;18;24;0,0;1,0;2,9765217391304346;8,0;0,0;11,0;Si;1,0
10600-1112;Femenino;Soltero(a);No informa;Ninguna;Huila;derecho;derecho;1;derecho;3,6;3,72;No;1;17;52;0,0;4,0;3,5850000000000004;9,0;0,0;15,0;No;0,0
10534-1112;Femenino;Soltero(a);No pertenece;Ninguna;Huila;derecho;derecho;1;derecho;3,64;3,36;No;1;17;54;0,0;3,0;3,4072;12,0;0,0;15,0;No;0,0
10532-1112;Femenino;Soltero(a);No pertenece;Ninguna;Meta;derecho;derecho;1;derecho;3,71;3,8;No;1;17;51;0,0;3,0;3,603404255319149;10,0;0,0;15,0;No;0,0
10523-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,94;3,94;No;1;17;48;0,0;1,0;3,614888888888889;7,0;0,0;15,0;No;0,0
10502-1112;Femenino;Casado(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,84;3,91;No;1;17;51;0,0;3,0;3,588936170212766;9,0;0,0;15,0;No;0,0
10493-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,53;3,79;No;1;17;53;0,0;4,0;3,545714285714286;10,0;0,0;15,0;No;0,0
10428-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,43;3,23;Si;1;18;26;0,0;5,0;3,342857142857143;3,0;0,0;13,0;Si;1,0
10424-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,04;3,99;No;1;18;52;0,0;7,0;3,702045454545454;7,0;0,0;15,0;Si;1,0
10393-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,43;3,52;Si;1;18;57;0,0;2,0;3,577222222222222;10,0;0,0;14,0;Si;1,0
9710-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,93;4,27;No;1;17;52;0,0;5,0;3,926363636363636;7,0;0,0;15,0;No;0,0
9708-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,31;3,3;No;1;17;55;0,0;1,0;3,1409433962264157;18,0;0,0;13,0;No;0,0
9702-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,48;3,53;No;1;17;55;0,0;4,0;3,4332;10,0;0,0;14,0;No;0,0
9424-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,52;3,21;Si;1;17;41;0,0;0,0;3,223333333333333;11,0;0,0;13,0;Si;1,0
9420-1112;Femenino;Soltero(a);No informa;Ninguna;Santander;derecho;derecho;1;derecho;3,95;3,64;Si;1;17;57;0,0;9,0;3,5193617021276595;9,0;0,0;15,0;Si;1,0
9410-1112;Femenino;Soltero(a);No pertenece;Ninguna;Nariño;derecho;derecho;1;derecho;3,88;3,66;No;1;17;53;0,0;6,0;3,6469565217391295;7,0;0,0;15,0;No;0,0
9000-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,94;3,67;No;1;17;52;0,0;4,0;3,3939583333333334;10,0;0,0;15,0;No;0,0
8938-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,2;3,8;Si;1;18;58;0,0;7,0;3,514705882352941;11,0;0,0;15,0;Si;1,0
8619-1112;Femenino;Soltero(a);No pertenece;Ninguna;Boyacá;derecho;derecho;1;derecho;4,14;3,93;No;1;16;52;0,0;5,0;3,732127659574468;8,0;0,0;15,0;No;0,0
8615-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,49;4,56;No;1;17;51;0,0;3,0;4,05425;6,0;0,0;15,0;No;0,0
8595-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,81;3,3;Si;1;17;27;0,0;7,0;3,583;3,0;0,0;12,0;No;0,0
8579-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,45;3,15;Si;1;17;37;0,0;10,0;3,068888888888889;10,0;0,0;13,0;No;0,0
8524-1112;Femenino;Soltero(a);No pertenece;Ninguna;Cundinamarca;derecho;derecho;1;derecho;3,5;3,08;Si;1;18;58;0,0;1,0;3,3078947368421057;19,0;0,0;15,0;Si;1,0
8495-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,11;4,17;No;1;18;52;0,0;4,0;3,7145833333333336;9,0;0,0;15,0;No;0,0
7892-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,59;3,4;No;1;17;53;0,0;4,0;3,4325;10,0;0,0;15,0;No;0,0
7861-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,75;3,94;Si;1;17;58;0,0;15,0;3,9111627906976745;0,0;0,0;15,0;Si;1,0
7840-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,75;4,62;No;1;17;53;0,0;3,0;4,2126829268292685;6,0;0,0;15,0;No;0,0
7806-1112;Femenino;Soltero(a);No informa;Ninguna;Santander;derecho;derecho;1;derecho;3,82;3,78;Si;1;18;36;0,0;8,0;3,6607142857142856;4,0;0,0;13,0;Si;1,0
7787-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,6;4,17;No;1;18;49;0,0;2,0;3,752978723404256;8,0;0,0;15,0;No;0,0
7781-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,92;3,96;No;1;18;49;0,0;3,0;3,792954545454545;6,0;0,0;15,0;No;0,0
7769-1112;Femenino;Soltero(a);No informa;Ninguna;Casanare;derecho;derecho;1;derecho;3,69;2,36;Si;1;18;34;0,0;12,0;3,083181818181818;9,0;0,0;11,0;Si;1,0
7303-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,64;3,18;No;1;17;54;0,0;1,0;3,3748076923076926;14,0;0,0;15,0;No;0,0
7300-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,09;3,75;No;1;17;49;0,0;3,0;3,6876086956521736;7,0;0,0;15,0;No;0,0
7212-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,85;3,52;No;1;18;51;0,0;4,0;3,624782608695652;7,0;0,0;15,0;No;0,0
7197-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,6;3,71;No;1;18;50;0,0;3,0;3,666808510638298;7,0;0,0;15,0;No;0,0
7118-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,71;3,51;Si;1;19;50;0,0;2,0;3,4785106382978723;8,0;0,0;15,0;Si;1,0
6768-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,33;3,09;Si;1;18;23;0,0;2,0;3,224285714285714;6,0;0,0;11,0;Si;1,0
6523-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,98;4,2;No;1;17;51;0,0;5,0;3,7582222222222224;6,0;0,0;15,0;No;0,0
6508-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,58;3,55;No;1;17;50;0,0;4,0;3,5676086956521744;6,0;0,0;15,0;No;0,0
6506-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,55;3,98;No;1;17;51;0,0;3,0;3,583541666666666;8,0;0,0;15,0;No;0,0
6075-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,96;4,13;No;1;17;47;0,0;0,0;3,792173913043478;7,0;0,0;15,0;No;0,0
6054-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,39;3,27;No;1;17;50;0,0;1,0;3,396734693877551;12,0;0,0;15,0;No;0,0
5964-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,69;3,76;No;1;19;51;0,0;4,0;3,420434782608696;11,0;0,0;15,0;No;0,0
5792-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,9;3,46;No;1;17;50;0,0;2,0;3,413695652173913;10,0;0,0;15,0;No;0,0
5775-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,23;3,43;No;1;17;54;0,0;3,0;3,2958;12,0;0,0;15,0;No;0,0
5772-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,36;3,27;Si;1;17;58;0,0;3,0;3,3774545454545453;15,0;0,0;15,0;No;0,0
5767-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,2;4,02;No;1;17;49;0,0;3,0;3,883555555555555;6,0;0,0;15,0;No;0,0
5520-1112;Femenino;Soltero(a);No pertenece;Ninguna;Cesar;derecho;derecho;1;derecho;3,79;3,82;Si;1;16;57;0,0;1,0;3,760363636363637;9,0;0,0;14,0;Si;1,0
5514-1112;Femenino;Soltero(a);No informa;Ninguna;Huila;derecho;derecho;1;derecho;3,7;3,26;Si;1;17;26;0,0;6,0;3,5015;1,0;0,0;13,0;Si;1,0
5499-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,06;4,14;Si;1;17;52;0,0;6,0;3,8334090909090905;6,0;0,0;15,0;Si;1,0
5463-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,82;3,72;No;1;17;59;0,0;11,0;3,4975;9,0;0,0;15,0;No;0,0
5454-1112;Femenino;Soltero(a);No pertenece;Ninguna;Tolima;derecho;derecho;1;derecho;4,11;3,97;No;1;17;47;0,0;1,0;3,88;6,0;0,0;15,0;No;0,0
5438-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,28;2,93;Si;1;17;21;0,0;0,0;3,112857142857143;6,0;0,0;11,0;Si;1,0
5426-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,62;3,61;Si;1;17;61;0,0;4,0;3,572631578947368;13,0;0,0;14,0;Si;1,0
5415-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,32;3,42;Si;1;17;31;0,0;2,0;3,1748275862068964;7,0;0,0;12,0;Si;1,0
5407-1112;Femenino;Soltero(a);No pertenece;Ninguna;Tolima;derecho;derecho;1;derecho;3,4;3,3;Si;1;17;22;0,0;1,0;3,357142857142857;4,0;0,0;12,0;Si;1,0
5401-1112;Femenino;Soltero(a);No informa;Ninguna;Santander;derecho;derecho;1;derecho;3,66;3,53;No;1;17;47;0,0;1,0;3,599333333333333;6,0;0,0;15,0;No;0,0
5400-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,54;3,05;Si;1;17;66;0,0;5,0;3,377213114754098;15,0;0,0;14,0;Si;1,0
5399-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,29;4,37;No;1;17;55;0,0;10,0;3,942790697674418;6,0;0,0;15,0;No;0,0
5370-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,2;3,36;Si;1;17;23;0,0;0,0;3,1927272727272724;5,0;0,0;12,0;Si;1,0
5334-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,0;4,12;No;1;17;48;0,0;2,0;3,862;6,0;0,0;15,0;No;0,0
5301-1112;Femenino;Soltero(a);No pertenece;Ninguna;Santander;derecho;derecho;1;derecho;3,27;3,5;Si;1;17;58;0,0;7,0;3,5059183673469385;11,0;0,0;15,0;Si;1,0
5179-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,71;3,68;Si;1;18;60;0,0;6,0;3,593529411764706;8,0;0,0;14,0;Si;1,0
4415-1112;Femenino;Soltero(a);No pertenece;Ninguna;Meta;derecho;derecho;1;derecho;3,81;3,29;No;1;16;50;0,0;3,0;3,5080851063829788;7,0;0,0;15,0;No;0,0
4392-1112;Femenino;Soltero(a);No pertenece;Ninguna;Nariño;derecho;derecho;1;derecho;4,15;4,25;No;1;16;49;0,0;4,0;3,897727272727273;6,0;0,0;15,0;No;0,0
4322-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,39;4,54;No;1;16;56;0,0;10,0;4,159512195121951;6,0;0,0;15,0;No;0,0
4297-1112;Femenino;Soltero(a);No pertenece;Ninguna;Norte de Santander;derecho;derecho;1;derecho;3,85;3,77;No;1;16;56;0,0;10,0;3,6982608695652175;6,0;0,0;15,0;No;0,0
4279-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,67;4,09;No;1;16;49;0,0;3,0;3,842444444444444;6,0;0,0;15,0;No;0,0
4164-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,28;3,61;No;1;16;54;0,0;2,0;3,285384615384616;15,0;0,0;13,0;No;0,0
4162-1112;Femenino;Soltero(a);No pertenece;Ninguna;Cundinamarca;derecho;derecho;1;derecho;4,47;4,4;No;1;16;53;0,0;7,0;4,03090909090909;6,0;0,0;15,0;No;0,0
4098-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,46;4,44;No;1;16;55;0,0;9,0;4,120909090909091;6,0;0,0;15,0;No;0,0
4019-1112;Femenino;Soltero(a);No informa;Ninguna;Tolima;derecho;derecho;1;derecho;4,3;4,45;No;1;16;54;0,0;8,0;3,997045454545455;7,0;0,0;15,0;No;0,0
3896-1112;Femenino;Soltero(a);No pertenece;Ninguna;Cundinamarca;derecho;derecho;1;derecho;3,7;3,11;Si;1;16;24;0,0;4,0;3,432;3,0;0,0;12,0;Si;1,0
3873-1112;Femenino;Soltero(a);No pertenece;Ninguna;Casanare;derecho;derecho;1;derecho;3,65;4,12;No;1;16;56;0,0;10,0;3,7688888888888887;6,0;0,0;15,0;No;0,0
3842-1112;Femenino;Soltero(a);No pertenece;Ninguna;Santander;derecho;derecho;1;derecho;3,28;3,17;Si;1;16;26;0,0;3,0;3,235217391304348;8,0;0,0;11,0;Si;1,0
3831-1112;Femenino;Soltero(a);No pertenece;Ninguna;Casanare;derecho;derecho;1;derecho;3,26;2,91;Si;1;16;26;0,0;3,0;3,107391304347826;9,0;0,0;11,0;Si;1,0
3724-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,12;3,26;Si;1;16;23;0,0;1,0;3,186363636363636;6,0;0,0;12,0;Si;1,0
3675-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,57;3,28;No;1;16;50;0,0;1,0;3,405106382978724;10,0;0,0;15,0;No;0,0
3637-1112;Femenino;Soltero(a);No pertenece;Ninguna;Meta;derecho;derecho;1;derecho;3,7;3,71;No;1;16;51;0,0;2,0;3,6075;9,0;0,0;15,0;No;0,0
3587-1112;Femenino;Soltero(a);No pertenece;Ninguna;Meta;derecho;derecho;1;derecho;3,34;3,79;No;1;16;56;0,0;8,0;3,64125;8,0;0,0;15,0;No;0,0
3574-1112;Femenino;Soltero(a);No informa;Ninguna;Meta;derecho;derecho;1;derecho;4,07;4,44;No;1;16;47;0,0;1,0;4,06609756097561;6,0;0,0;15,0;No;0,0
3404-1112;Femenino;Soltero(a);No informa;Ninguna;Sucre;derecho;derecho;1;derecho;4,04;3,64;No;1;17;48;0,0;1,0;3,711333333333333;7,0;0,0;15,0;No;0,0
3403-1112;Femenino;Soltero(a);No pertenece;Ninguna;Sucre;derecho;derecho;1;derecho;3,78;3,44;Si;1;16;49;0,0;0,0;3,250612244897959;11,0;0,0;15,0;Si;1,0
3388-1112;Femenino;Soltero(a);No pertenece;Ninguna;Santander;derecho;derecho;1;derecho;3,74;3,67;No;1;16;49;0,0;1,0;3,672765957446809;9,0;0,0;15,0;No;0,0
3380-1112;Femenino;Soltero(a);No pertenece;Ninguna;Santander;derecho;derecho;1;derecho;4,14;4,26;No;1;16;50;0,0;4,0;3,964651162790697;6,0;0,0;15,0;No;0,0
3379-1112;Femenino;Soltero(a);No informa;Ninguna;Santander;derecho;derecho;1;derecho;3,79;3,44;Si;1;16;47;0,0;8,0;3,507105263157895;6,0;0,0;15,0;Si;1,0
3324-1112;Femenino;Soltero(a);No informa;Ninguna;Santander;derecho;derecho;1;derecho;3,69;2,9;Si;1;16;40;0,0;10,0;3,022666666666667;10,0;0,0;12,0;Si;1,0
3273-1112;Femenino;Soltero(a);No informa;Ninguna;Norte de Santander;derecho;derecho;1;derecho;4,18;4,04;No;1;16;46;0,0;0,0;3,934222222222222;6,0;0,0;15,0;Si;1,0
3206-1112;Femenino;Soltero(a);No informa;Ninguna;Nariño;derecho;derecho;1;derecho;3,04;2,94;Si;1;16;22;0,0;0,0;3,002272727272727;9,0;0,0;11,0;Si;1,0
3112-1112;Femenino;Soltero(a);No informa;Ninguna;Córdoba;derecho;derecho;1;derecho;3,66;3,5;No;1;17;48;0,0;0,0;3,546808510638298;8,0;0,0;15,0;No;0,0
3107-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,02;3,85;No;1;17;52;0,0;6,0;3,7409090909090903;7,0;0,0;15,0;Si;1,0
3052-1112;Femenino;Soltero(a);Pueblo indígena;Ninguna;Córdoba;derecho;derecho;1;derecho;4,22;4,01;No;1;16;50;0,0;5,0;3,8384090909090895;7,0;0,0;15,0;No;0,0
3050-1112;Femenino;Soltero(a);No informa;Ninguna;Córdoba;derecho;derecho;1;derecho;3,81;3,36;No;1;16;54;0,0;4,0;3,562448979591837;10,0;0,0;15,0;No;0,0
3005-1112;Femenino;Soltero(a);No pertenece;Ninguna;Cauca;derecho;derecho;1;derecho;3,26;3,8;No;1;16;51;0,0;2,0;3,4125;11,0;0,0;15,0;No;0,0
2937-1112;Femenino;Soltero(a);No pertenece;Ninguna;Boyacá;derecho;derecho;1;derecho;4,07;3,8;No;1;16;51;0,0;1,0;3,5028571428571427;11,0;0,0;15,0;No;0,0
2524-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,23;4,37;No;1;16;48;0,0;3,0;3,997209302325581;5,0;0,0;15,0;No;0,0
2106-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,46;3,75;Si;1;16;50;0,0;0,0;3,489795918367347;11,0;0,0;15,0;No;0,0
1889-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,26;4,29;No;1;16;48;0,0;3,0;4,049333333333333;6,0;0,0;15,0;No;0,0
1631-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,74;3,74;No;1;16;59;0,0;11,0;3,5060416666666665;10,0;0,0;15,0;No;0,0
1574-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,42;3,39;Si;1;16;50;0,0;5,0;3,110222222222222;14,0;0,0;14,0;Si;1,0
1201-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,36;4,3;No;1;16;51;0,0;5,0;4,008372093023255;6,0;0,0;15,0;No;0,0
1077-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,47;3,78;No;1;16;54;0,0;6,0;3,484130434782609;8,0;0,0;15,0;No;0,0
983-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,31;4,44;No;1;16;49;0,0;3,0;4,032608695652174;7,0;0,0;15,0;No;0,0
5446-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,27;3,27;No;1;17;50;0,0;5,0;3,570681818181818;5,0;0,0;15,0;No;0,0
5517-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,68;3,47;No;1;17;44;0,0;2,0;3,864390243902439;3,0;0,0;15,0;Si;1,0
6438-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,32;3,07;No;1;18;50;0,0;1,0;3,4319565217391306;10,0;0,0;15,0;No;0,0
7243-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,31;3,4;Si;1;18;45;0,0;1,0;3,4906976744186045;4,0;0,0;15,0;Si;1,0
7308-1112;Femenino;Soltero(a);No pertenece;Ninguna;Magdalena;derecho;derecho;1;derecho;3,3;3,5;No;1;17;52;0,0;1,0;3,4657142857142857;8,0;0,0;14,0;No;0,0
8515-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,33;2,94;No;1;18;35;0,0;1,0;3,1173529411764704;9,0;0,0;15,0;No;0,0
8983-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,07;3,32;No;1;17;49;0,0;2,0;3,432826086956521;8,0;0,0;15,0;No;0,0
10975-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,41;3,53;No;1;17;58;0,0;4,0;3,5094117647058822;10,0;0,0;14,0;No;0,0
11678-1112;Femenino;Soltero(a);No pertenece;Ninguna;Valle del Cauca;derecho;derecho;1;derecho;3,18;3,68;No;1;17;45;0,0;2,0;3,4960975609756098;8,0;0,0;14,0;No;0,0
645-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,5;3,11;Si;2;17;22;0,0;2,0;3,3235;3,0;0,0;12,0;Si;1,0
974-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,04;3,69;No;2;17;48;0,0;8,0;4,072051282051282;0,0;0,0;15,0;No;0,0
1479-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,97;4,16;Si;2;16;45;0,0;5,0;4,008684210526316;0,0;0,0;15,0;Si;1,0
1980-1112;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,84;3,81;No;2;17;44;0,0;4,0;4,003589743589743;0,0;0,0;15,0;No;0,0
2109-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,75;3,6;No;2;15;51;0,0;10,0;3,829756097560976;2,0;0,0;15,0;No;0,0
2194-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,0;3,7;No;2;16;49;0,0;8,0;3,997;1,0;0,0;15,0;No;0,0
2241-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,94;3,81;Si;2;17;50;0,0;9,0;3,92675;1,0;0,0;15,0;Si;1,0
2559-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;4,18;3,83;No;2;16;40;0,0;0,0;4,131578947368421;0,0;0,0;15,0;No;0,0
2815-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bolívar;derecho;derecho;1;derecho;4,41;4,12;No;2;17;56;0,0;10,0;4,2405405405405405;0,0;0,0;15,0;No;0,0
2839-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bolívar;derecho;derecho;1;derecho;4,4;4,33;No;2;18;48;0,0;8,0;4,412564102564103;0,0;0,0;15,0;No;0,0
3238-1112;Femenino;Soltero(a);No informa;Ninguna;Nariño;derecho;derecho;1;derecho;3,83;3,65;No;2;16;40;0,0;0,0;3,9694871794871793;0,0;0,0;15,0;No;0,0
3378-1112;Femenino;Soltero(a);No informa;Ninguna;Santander;derecho;derecho;1;derecho;3,92;3,69;No;2;17;50;0,0;9,0;3,986410256410256;1,0;0,0;15,0;No;0,0
4064-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,5;3,48;Si;2;17;42;0,0;1,0;3,80925;0,0;0,0;15,0;Si;1,0
4077-1112;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;derecho;derecho;1;derecho;3,29;3,31;No;2;17;48;0,0;3,0;3,683863636363637;6,0;0,0;15,0;No;0,0
