Sexo;Estado Civil;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Cantidad de materias vistas;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación
Femenino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.07;3.89;No;55;3.8874509803921566;2.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.21;4.03;No;57;3.988076923076923;1.0;103.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.59;4.39;No;56;4.438235294117647;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Tolima;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.17;4.05;No;53;3.9125;0.0;96.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.12;4.0;No;57;4.085098039215686;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.02;4.07;No;57;4.034509803921568;1.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.74;3.84;No;37;3.705555555555556;3.0;71.0;4.0
Femenino;Soltero(a);Ninguna;Casanare;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.94;3.97;No;56;3.7562745098039216;5.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Cundinamarca;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.31;4.23;No;49;4.145106382978724;0.0;89.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.55;4.5;No;55;4.4428;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.11;3.7;No;55;3.749423076923077;5.0;103.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.48;4.35;No;57;4.465294117647058;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.41;4.47;No;56;4.413333333333334;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.2;4.08;No;55;3.9980392156862745;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.38;4.29;No;57;4.197254901960784;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.89;3.96;No;58;3.894807692307692;2.0;103.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.38;4.24;No;56;4.109411764705882;1.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.75;3.71;No;56;3.793846153846154;3.0;103.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.21;4.39;Si;17;4.3088235294117645;0.0;32.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.18;4.18;No;56;4.2742;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.26;4.32;No;58;4.182692307692308;0.0;103.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.39;4.17;No;56;4.286274509803921;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.02;3.94;No;55;3.875576923076923;3.0;103.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.15;4.19;No;56;4.105294117647059;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.45;4.4;No;56;4.407647058823529;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;3.99;4.33;No;31;4.130322580645161;0.0;82.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.34;4.18;No;37;4.231081081081081;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.66;4.75;No;37;4.555882352941176;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.39;4.56;Si;13;4.436153846153847;0.0;33.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.12;4.33;No;36;4.257428571428571;0.0;98.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.37;4.34;No;37;4.242222222222222;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.24;3.96;No;19;3.2678947368421056;6.0;49.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.43;4.08;No;37;4.235945945945946;0.0;101.0;6.0
Femenino;Soltero(a);Ninguna;La Guajira;antropología;ciencias sociales y humanas;2;3.84;4.08;No;40;3.826052631578947;2.0;102.0;6.0
Femenino;Soltero(a);Ninguna;Vichada;antropología;ciencias sociales y humanas;2;4.18;4.3;No;40;3.9856410256410255;2.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.49;4.48;No;40;4.421111111111111;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;antropología;ciencias sociales y humanas;2;4.16;4.51;No;40;4.212;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.37;4.34;No;41;4.084358974358974;1.0;106.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.55;4.65;No;34;4.1715625;0.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.31;4.47;No;40;4.026923076923077;1.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.38;4.64;No;40;4.317567567567568;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.02;3.92;No;29;3.5710714285714285;3.0;78.0;4.0
Femenino;Soltero(a);Ninguna;Cundinamarca;antropología;ciencias sociales y humanas;2;4.48;4.64;No;40;4.4717142857142855;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.35;4.58;No;40;4.2843243243243245;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;La Guajira;antropología;ciencias sociales y humanas;2;4.04;4.29;No;40;4.253333333333333;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;3.9;4.07;No;40;4.041538461538462;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;3.96;4.29;No;34;3.873333333333333;1.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.4;4.6;No;40;4.242564102564103;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Cundinamarca;antropología;ciencias sociales y humanas;2;4.18;4.47;No;34;4.095588235294118;0.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.08;4.33;No;40;4.161944444444444;0.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;psicología;ciencias sociales y humanas;2;4.41;4.08;No;42;4.211219512195122;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Nariño;psicología;ciencias sociales y humanas;2;4.36;4.43;No;42;4.280476190476191;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.92;4.19;No;42;3.953095238095238;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.13;4.23;No;40;3.95725;1.0;102.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.23;3.98;No;42;4.1031707317073165;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.36;3.92;No;40;3.60625;5.0;103.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.43;4.33;No;42;4.166341463414634;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Santander;psicología;ciencias sociales y humanas;2;4.44;4.29;No;42;4.178780487804878;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.1;4.3;No;42;4.274634146341463;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Norte de Santander;psicología;ciencias sociales y humanas;2;4.25;4.19;No;42;4.108095238095238;1.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.18;4.01;No;42;4.238780487804878;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;psicología;ciencias sociales y humanas;2;4.1;4.17;No;42;4.0842857142857145;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.64;4.49;No;42;4.458292682926829;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;psicología;ciencias sociales y humanas;2;3.88;4.0;No;40;3.9435;2.0;102.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.18;3.88;No;41;3.865365853658537;2.0;104.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.4;4.4;No;42;4.208048780487805;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.51;4.26;No;42;4.309756097560975;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.09;3.23;No;34;2.643823529411765;14.0;82.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.42;4.43;No;42;4.405476190476191;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.66;3.9;No;42;3.926190476190477;0.0;108.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;historia;ciencias sociales y humanas;2;4.51;4.48;No;61;4.3500000000000005;0.0;167.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;4.53;4.52;No;59;4.275087719298246;0.0;163.0;6.0
Femenino;Soltero(a);Ninguna;Santander;historia;ciencias sociales y humanas;2;4.38;4.22;No;63;4.172786885245902;2.0;169.0;6.0
Femenino;Soltero(a);Ninguna;Cundinamarca;historia;ciencias sociales y humanas;2;4.6;4.22;No;61;4.274262295081967;0.0;167.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;3.98;3.91;No;40;3.7975;3.0;84.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;3.92;4.03;No;41;3.752682926829269;4.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.36;3.75;No;33;4.049032258064516;2.0;70.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.35;4.15;No;40;4.11125;0.0;85.0;5.0
Femenino;Soltero(a);Ninguna;Santander;arqueología;estudios del patrimonio cultural;2;4.04;3.42;No;38;2.760263157894737;16.0;78.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.07;3.93;No;33;4.036363636363636;0.0;70.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.42;4.53;No;40;4.505945945945946;0.0;85.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;3.92;3.61;No;40;3.625;4.0;84.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.4;4.29;No;41;4.247;0.0;87.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.14;4.01;No;40;3.95974358974359;1.0;85.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.54;4.48;No;41;4.583947368421053;0.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.02;3.88;No;41;3.91925;1.0;87.0;5.0
Femenino;Soltero(a);Ninguna;Putumayo;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;3.69;3.19;No;46;3.7378260869565216;4.0;101.0;4.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.46;4.32;No;52;4.43921568627451;0.0;117.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.45;4.45;No;52;4.46;0.0;118.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.5;4.56;No;52;4.511923076923077;0.0;117.0;5.0
Femenino;Soltero(a);Ninguna;Caldas;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.18;4.24;No;52;4.141538461538461;0.0;117.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.55;4.64;No;51;4.507499999999999;0.0;116.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.11;4.34;No;52;4.130384615384616;0.0;117.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.22;4.2;No;52;4.345490196078432;0.0;117.0;5.0
Femenino;Casado(a);Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;4.44;4.52;No;47;4.448095238095238;0.0;104.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;4.24;4.15;No;31;4.179655172413793;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;4.57;4.52;No;31;4.45;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Guainía;trabajo social;ciencias sociales y humanas;2;4.38;4.24;No;31;4.3310344827586205;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;4.63;4.49;No;31;4.387;1.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Norte de Santander;trabajo social;ciencias sociales y humanas;2;4.17;4.16;No;31;4.1786666666666665;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;4.63;4.35;No;31;4.298;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.29;4.4;No;36;4.333030303030303;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Boyacá;economía;economía;2;3.99;3.73;No;35;3.616969696969697;5.0;97.0;6.0
Femenino;Soltero(a);Ninguna;Huila;economía;economía;2;3.98;3.54;No;36;3.843125;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Meta;economía;economía;2;4.1;3.54;Si;8;3.6475;2.0;18.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.06;3.77;No;34;3.560882352941176;4.0;95.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.15;3.89;No;32;4.0496875;0.0;90.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.35;4.24;No;33;4.341612903225807;0.0;92.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.25;4.54;No;32;4.23896551724138;0.0;90.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.27;3.73;No;35;3.97969696969697;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.04;3.34;No;36;3.831515151515152;1.0;89.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.36;4.51;No;33;4.18448275862069;0.0;92.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.13;4.05;No;34;3.888529411764706;3.0;97.0;6.0
Femenino;Soltero(a);Ninguna;Boyacá;economía;economía;2;4.0;3.51;No;32;3.932142857142857;1.0;79.0;4.0
Femenino;Soltero(a);Ninguna;Casanare;economía;economía;2;4.46;4.23;No;31;4.363103448275862;0.0;88.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.65;4.74;No;37;4.674516129032258;0.0;100.0;7.0
Femenino;Soltero(a);Ninguna;Boyacá;economía;economía;2;3.95;3.81;No;34;3.5626470588235293;7.0;96.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.38;4.1;Si;7;3.758571428571429;2.0;18.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.43;4.48;No;32;4.343;0.0;90.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.93;3.92;No;34;3.769705882352941;3.0;95.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.09;4.01;No;27;3.8196153846153846;2.0;75.0;5.0
Femenino;Soltero(a);Ninguna;Cundinamarca;economía;economía;2;3.67;3.42;No;31;3.356785714285714;5.0;73.0;3.0
Femenino;Soltero(a);Ninguna;Huila;economía;economía;2;4.15;3.91;No;33;3.902121212121212;1.0;93.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.2;3.64;No;36;4.0255882352941175;1.0;93.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.07;3.45;No;28;3.490357142857143;8.0;73.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.05;3.48;No;28;3.892857142857143;2.0;78.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.27;4.29;No;33;4.1225;0.0;92.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.21;3.48;Si;17;3.5664285714285717;2.0;36.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.69;3.73;No;29;3.762857142857143;3.0;80.0;5.0
Femenino;Soltero(a);Ninguna;Santander;economía;economía;2;3.87;3.4;Si;15;3.6453846153846152;2.0;33.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.13;4.08;No;32;4.0334375;0.0;90.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.51;4.31;No;34;4.0;1.0;94.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.27;3.59;No;40;4.008235294117647;1.0;93.0;5.0
Femenino;Soltero(a);Ninguna;Cundinamarca;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.57;4.31;No;32;4.3334375;0.0;67.0;4.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.26;4.05;Si;8;4.26125;0.0;16.0;2.0
Femenino;Soltero(a);Ninguna;Cundinamarca;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.47;3.41;No;39;3.5043589743589747;4.0;83.0;4.0
Femenino;Soltero(a);Ninguna;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.81;3.48;No;39;3.511794871794872;8.0;83.0;4.0
Femenino;Soltero(a);Ninguna;Cundinamarca;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.71;2.8;Si;22;3.138181818181818;5.0;46.0;2.0
Femenino;Soltero(a);Ninguna;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.38;3.92;No;40;4.2425;0.0;85.0;5.0
Femenino;Soltero(a);Ninguna;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.47;4.63;No;40;4.53421052631579;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.26;3.6;No;40;3.9705;1.0;85.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.72;3.42;No;40;3.83;1.0;85.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.01;4.16;No;46;4.065116279069768;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.17;3.8;Si;26;2.801153846153846;11.0;50.0;2.0
Femenino;Soltero(a);Ninguna;Tolima;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.99;4.33;No;45;4.230232558139535;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Caquetá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.92;3.77;No;46;3.875581395348837;1.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.16;4.17;No;45;4.058604651162791;1.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Cundinamarca;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.23;4.34;No;45;4.235348837209302;0.0;83.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.72;3.57;Si;18;3.6376470588235295;2.0;32.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.84;3.63;No;44;3.7634146341463417;4.0;79.0;5.0
Femenino;Soltero(a);Ninguna;Valle del Cauca;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.0;4.43;No;9;4.427777777777778;0.0;24.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.83;4.64;No;31;4.613703703703704;0.0;82.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.71;4.62;No;31;4.493103448275862;0.0;82.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.29;4.45;No;34;4.390588235294118;0.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;3.74;4.31;Si;21;3.326190476190476;6.0;52.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;3.75;4.29;Si;21;3.6866666666666665;2.0;52.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.61;4.66;No;34;4.5793103448275865;0.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Cundinamarca;antropología;ciencias sociales y humanas;2;4.2;4.38;No;34;4.358125;0.0;86.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.18;3.98;No;36;4.051111111111111;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.99;3.78;No;36;3.820857142857143;1.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.49;4.07;No;36;4.258611111111112;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.98;4.12;No;36;4.148571428571429;1.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.78;4.59;No;36;4.564242424242424;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.53;4.49;No;36;4.463823529411765;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.58;4.31;No;36;4.47735294117647;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.55;2.72;No;20;2.988;7.0;44.0;2.0
Femenino;Soltero(a);Ninguna;Norte de Santander;psicología;ciencias sociales y humanas;2;4.28;4.12;Si;22;4.250454545454545;0.0;54.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.23;4.16;No;36;4.193428571428571;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.21;4.02;No;36;4.082777777777777;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.23;4.24;No;36;4.220277777777778;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.08;4.03;No;36;4.069444444444445;0.0;90.0;5.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.29;3.81;No;29;4.067586206896552;1.0;72.0;4.0
